分类,歌曲,难度,分支,体力,手速,爆发,节奏,复合,主定数
09 Namco Original,アサガオ,魔王,,12.56 ,11.65 ,9.83 ,6.11 ,12.11 ,11.26 
09 Namco Original,HARDCOREノ心得,魔王,,8.21 ,11.26 ,14.60 ,10.06 ,13.98 ,11.25 
09 Namco Original,vs.VIGVANGS,魔王,,11.15 ,10.34 ,12.58 ,10.82 ,13.69 ,11.24 
09 Namco Original,Lightning Boys,魔王,,11.58 ,11.37 ,10.12 ,8.81 ,12.94 ,11.23 
09 Namco Original,燎原ノ舞,魔王,,13.58 ,11.18 ,9.76 ,5.94 ,13.12 ,11.21 
09 Namco Original,YOU're your HERO,魔王,,9.57 ,10.41 ,11.42 ,11.81 ,13.18 ,11.20 
07 Game Music,極圏,魔王,,13.76 ,11.24 ,9.56 ,6.38 ,12.78 ,11.19 
09 Namco Original,ラヴ?スパイス?ライクユー!!!,魔王,,11.26 ,10.93 ,10.90 ,6.83 ,11.66 ,11.18 
09 Namco Original,Evidence of evil,魔王,,11.55 ,10.61 ,12.75 ,8.81 ,10.93 ,11.18 
09 Namco Original,Toon Town's Toys' Tune,魔王,,7.15 ,10.34 ,12.87 ,14.03 ,12.70 ,11.17 
07 Game Music,VERTeX,魔王,,9.89 ,10.53 ,10.83 ,11.41 ,13.28 ,11.17 
05 Variety,Altale,魔王(里),,11.69 ,10.34 ,12.74 ,7.63 ,12.92 ,11.17 
09 Namco Original,UMAのフォーストレーニ千グ 【BPM240編】,魔王(里),,13.71 ,11.98 ,11.00 ,6.90 ,8.69 ,11.17 
07 Game Music,Surf Zapping,魔王,,11.48 ,10.89 ,11.11 ,5.26 ,11.63 ,11.17 
09 Namco Original,SUPERNOVA,魔王,,10.97 ,11.49 ,14.70 ,8.74 ,9.85 ,11.16 
09 Namco Original,punk bastards,魔王,,10.81 ,11.43 ,10.12 ,8.41 ,12.61 ,11.14 
07 Game Music,Angel Halo,魔王,,11.02 ,11.51 ,10.07 ,7.53 ,12.00 ,11.13 
07 Game Music,CHAOTiC BATTLE,魔王,,10.56 ,10.47 ,12.08 ,11.99 ,13.11 ,11.13 
09 Namco Original,イオシス秋の爆食祭2024,魔王,,10.19 ,11.28 ,12.57 ,11.27 ,9.75 ,11.13 
09 Namco Original,はやさいたま2000,魔王,,9.20 ,10.55 ,11.58 ,10.73 ,13.38 ,11.11 
09 Namco Original,ダンガンノーツ,魔王,,13.25 ,11.37 ,9.27 ,8.87 ,10.93 ,11.09 
09 Namco Original,UNDEAD HEART(怒りのWarriors),魔王,玄人,13.52 ,11.31 ,9.31 ,6.06 ,12.37 ,11.08 
07 Game Music,RUN PAC-MAN RUN!,魔王,,10.21 ,10.58 ,10.56 ,13.00 ,10.91 ,11.08 
09 Namco Original,そつおめしき?ふる,魔王,,13.34 ,10.87 ,9.90 ,5.11 ,11.70 ,11.05 
09 Namco Original,ex寅 Trap!!,魔王,,9.44 ,10.72 ,10.12 ,13.89 ,13.71 ,11.05 
09 Namco Original,SAVAGE DELIGHT,魔王,,10.11 ,10.81 ,9.17 ,12.87 ,14.02 ,11.03 
09 Namco Original,蛇鉄,魔王,,9.84 ,10.13 ,11.51 ,11.01 ,13.33 ,11.03 
09 Namco Original,人のお金で焼肉を食したい！,魔王(里),,8.55 ,11.14 ,9.95 ,11.87 ,12.62 ,11.01 
09 Namco Original,彁,魔王,,9.88 ,11.07 ,14.56 ,12.82 ,7.65 ,11.00 
03 Vocaloid,聖槍爆裂ボーイ,魔王(里),,9.37 ,10.72 ,10.56 ,10.32 ,15.11 ,11.00 
09 Namco Original,LOVE戦!!,魔王(里),,12.39 ,10.08 ,12.74 ,5.78 ,11.96 ,10.99 
09 Namco Original,Taiko Drum Monster,魔王,,9.54 ,10.80 ,9.87 ,14.86 ,12.90 ,10.99 
05 Variety,Destr0yer,魔王(里),,11.54 ,11.75 ,12.75 ,5.03 ,9.39 ,10.98 
05 Variety,もぺもぺ,魔王,,8.59 ,11.26 ,14.30 ,9.73 ,10.80 ,10.98 
07 Game Music,ミュージック?リボルバー,魔王(里),,13.32 ,9.40 ,11.51 ,5.80 ,13.19 ,10.97 
09 Namco Original,文明開化,魔王(里),达人,8.58 ,10.70 ,10.56 ,10.73 ,11.42 ,10.96 
09 Namco Original,とける,魔王,,10.45 ,10.35 ,9.89 ,13.47 ,11.79 ,10.96 
07 Game Music,Libera Ray,魔王,,10.18 ,11.04 ,10.53 ,7.00 ,13.57 ,10.96 
09 Namco Original,SUDDEN GUST OC,魔王,,10.10 ,11.34 ,14.50 ,5.43 ,10.47 ,10.95 
06 Classical,弩蚊怒夏,魔王,,14.64 ,10.53 ,9.33 ,1.21 ,14.36 ,10.95 
03 Vocaloid,重金属フューギティブ,魔王,,8.56 ,10.50 ,12.17 ,12.31 ,10.53 ,10.93 
09 Namco Original,天下統一録,魔王,,12.56 ,11.37 ,9.25 ,3.89 ,12.34 ,10.93 
01 Pop,ゴッドソング,魔王(里),,10.26 ,9.97 ,11.18 ,13.06 ,12.64 ,10.92 
09 Namco Original,森羅万象,魔王,玄人,9.68 ,10.12 ,12.66 ,10.63 ,13.02 ,10.91 
07 Game Music,怒槌,魔王,,14.21 ,10.93 ,9.31 ,3.95 ,10.50 ,10.90 
09 Namco Original,仮想現実のテレスコープ,魔王,,7.02 ,10.26 ,11.27 ,11.77 ,12.63 ,10.90 
09 Namco Original,Black Rose Apostle,魔王(里),,14.14 ,11.10 ,8.90 ,3.74 ,11.51 ,10.90 
05 Variety,BATTLE NO.1,魔王,达人,11.00 ,10.92 ,13.94 ,9.75 ,9.10 ,10.88 
07 Game Music,Valsqotch,魔王,,10.42 ,10.28 ,7.94 ,12.13 ,14.10 ,10.88 
05 Variety,アキバ20XX,魔王,,12.32 ,11.12 ,9.25 ,8.16 ,11.95 ,10.88 
09 Namco Original,モノクロームユートピア,魔王,,9.60 ,10.01 ,12.54 ,11.11 ,12.06 ,10.86 
09 Namco Original,神鬼争乱,魔王,,9.19 ,10.17 ,12.40 ,10.59 ,12.58 ,10.86 
09 Namco Original,平等院鳳凰ドン vs 鳥獣戯カッ,魔王(里),,13.11 ,10.91 ,9.47 ,4.25 ,10.66 ,10.85 
05 Variety,Calamity Fortune,魔王,,13.80 ,10.92 ,8.83 ,8.07 ,11.47 ,10.85 
09 Namco Original,Shiny Kung-fu Revival,魔王,,9.61 ,11.11 ,9.96 ,10.13 ,12.31 ,10.84 
09 Namco Original,鼓立あおはる学園校歌,魔王,,9.77 ,12.10 ,14.60 ,9.66 ,0.00 ,10.83 
07 Game Music,Sync Your World,魔王,,10.91 ,10.07 ,12.31 ,8.62 ,11.98 ,10.83 
07 Game Music,メタナイトの逆襲メドレー,魔王(里),,10.06 ,10.39 ,10.35 ,10.42 ,11.65 ,10.82 
09 Namco Original,UNDEAD HEART(怒りのWarriors),魔王,普通,12.27 ,11.15 ,9.27 ,6.07 ,11.39 ,10.82 
02 Anime,ウルトラマンX,魔王(里),,10.45 ,10.09 ,9.95 ,10.37 ,13.92 ,10.79 
09 Namco Original,Spectral Rider,魔王,,6.87 ,10.88 ,12.05 ,9.63 ,14.20 ,10.78 
07 Game Music,「ポケットモンスター オメガルビー?アルファサファイア」,魔王(里),,12.72 ,11.13 ,9.03 ,5.30 ,10.86 ,10.77 
09 Namco Original,そつおめしき,魔王,,12.44 ,10.89 ,9.29 ,4.82 ,12.24 ,10.76 
03 Vocaloid,ゴーストマスク,魔王,,10.83 ,10.47 ,12.42 ,9.33 ,10.18 ,10.75 
09 Namco Original,ドドドドドンだフル！,魔王(里),,13.07 ,10.95 ,9.03 ,4.46 ,10.93 ,10.74 
09 Namco Original,沓の子を打つ,魔王(里),,9.17 ,9.81 ,14.59 ,10.42 ,11.43 ,10.73 
09 Namco Original,六華の舞,魔王,,6.78 ,10.26 ,11.06 ,10.70 ,11.71 ,10.72 
09 Namco Original,六華の舞,魔王,,6.77 ,10.26 ,11.06 ,10.71 ,11.70 ,10.72 
07 Game Music,Seize the day,魔王,,11.85 ,10.97 ,9.25 ,5.75 ,11.57 ,10.70 
09 Namco Original,星屑ストラック,魔王,,10.14 ,10.81 ,9.83 ,9.73 ,11.01 ,10.69 
09 Namco Original,Beat Again,魔王(里),,11.00 ,12.04 ,11.00 ,8.41 ,6.85 ,10.69 
09 Namco Original,Singularity Game,魔王,,9.50 ,10.08 ,11.41 ,12.46 ,10.24 ,10.68 
07 Game Music,Doom Noiz,魔王,,10.93 ,8.39 ,10.97 ,10.91 ,13.60 ,10.68 
05 Variety,Aleph-0,魔王,,7.16 ,10.62 ,11.58 ,10.80 ,10.13 ,10.67 
03 Vocaloid,初音ミクの激唱,魔王(里),,13.94 ,10.92 ,8.67 ,3.81 ,10.25 ,10.66 
09 Namco Original,キューティー☆デモニック☆魔人エモ!!,魔王,,13.06 ,10.48 ,9.56 ,4.44 ,10.16 ,10.66 
03 Vocaloid,カラ鞠の花,魔王,,9.71 ,10.81 ,9.95 ,9.04 ,13.70 ,10.65 
07 Game Music,ESCAPE FROM CRISIS,魔王(里),,12.63 ,10.06 ,9.75 ,4.18 ,12.62 ,10.64 
05 Variety,スカーレット警察のゲットーパトロール24時,魔王(里),达人,10.11 ,10.33 ,10.76 ,7.42 ,11.51 ,10.61 
06 Classical,クラポルポルスカ,魔王,,8.95 ,9.79 ,10.16 ,11.56 ,13.10 ,10.60 
09 Namco Original,wonderful ROUTINE,魔王,,9.63 ,10.16 ,11.00 ,9.95 ,11.94 ,10.59 
09 Namco Original,うちゅうひこうし冒険譚,魔王,,9.61 ,10.90 ,10.21 ,8.69 ,10.70 ,10.58 
09 Namco Original,D's Adventure Note,魔王,,10.34 ,9.33 ,10.77 ,12.29 ,11.49 ,10.58 
03 Vocaloid,初音ミクの消失‐劇場版‐,魔王,,9.29 ,10.48 ,9.33 ,10.58 ,13.17 ,10.58 
01 Pop,さちさちにしてあげる?,魔王(里),,11.16 ,10.08 ,11.00 ,4.99 ,10.52 ,10.55 
03 Vocaloid,ゴーストルール,魔王(里),,11.01 ,10.94 ,9.30 ,7.74 ,10.39 ,10.55 
01 Pop,新しい光,魔王,,12.19 ,10.03 ,7.89 ,11.32 ,9.50 ,10.55 
05 Variety,マツヨイナイトバグ,魔王(里),,12.89 ,10.50 ,12.00 ,2.99 ,9.16 ,10.54 
01 Pop,Telecastic fake show,魔王,,12.10 ,10.90 ,9.59 ,6.50 ,9.46 ,10.53 
09 Namco Original,カグツチ,魔王,,8.30 ,9.70 ,10.56 ,12.05 ,10.59 ,10.53 
02 Anime,Groovy Duel,魔王,,7.12 ,9.88 ,10.00 ,12.49 ,13.25 ,10.53 
03 Vocaloid,SstTAarR*,魔王,,11.96 ,10.74 ,8.67 ,7.45 ,12.19 ,10.53 
03 Vocaloid,カラフルボイス,魔王,,9.01 ,10.07 ,11.00 ,9.84 ,11.98 ,10.49 
09 Namco Original,超絶技巧系少女,魔王,,9.11 ,10.95 ,11.39 ,8.72 ,11.02 ,10.47 
05 Variety,最終鬼畜妹フランドール?S,魔王,,12.40 ,10.78 ,11.33 ,5.04 ,8.72 ,10.47 
02 Anime,ウィーアー！(初代),魔王(里),,10.56 ,10.09 ,11.70 ,9.91 ,9.83 ,10.46 
09 Namco Original,チキンレース,魔王,,11.01 ,8.24 ,10.71 ,11.06 ,12.86 ,10.46 
09 Namco Original,No Gravity,魔王,,11.54 ,10.07 ,9.42 ,3.77 ,14.18 ,10.45 
05 Variety,患部で止まってすぐ溶ける ～ 狂気の優曇華院,魔王,,12.01 ,10.85 ,8.67 ,5.56 ,10.21 ,10.44 
03 Vocaloid,初音ミクの消失,魔王,,11.41 ,9.94 ,9.26 ,8.50 ,13.40 ,10.44 
09 Namco Original,ゴーゴー?キッチン,魔王(里),,11.39 ,10.72 ,9.02 ,5.69 ,10.55 ,10.43 
09 Namco Original,承認欲Q,魔王,,8.98 ,11.01 ,10.18 ,6.27 ,11.34 ,10.42 
09 Namco Original,Diving Drive,魔王,,12.25 ,10.58 ,8.29 ,8.42 ,10.63 ,10.41 
09 Namco Original,愛と浄罪の森,魔王,,9.51 ,10.02 ,9.57 ,10.27 ,11.65 ,10.41 
09 Namco Original,リトルホワイトウィッチ,魔王,,4.96 ,9.90 ,11.35 ,10.11 ,11.87 ,10.40 
09 Namco Original,ドドンガド～ン,魔王(里),,12.11 ,10.80 ,13.38 ,4.40 ,8.57 ,10.39 
06 Classical,ハンロック,魔王,,10.66 ,11.02 ,9.43 ,3.82 ,9.66 ,10.39 
09 Namco Original,テトラリュトモスフォビア,魔王,,6.64 ,10.08 ,13.48 ,9.46 ,14.09 ,10.39 
09 Namco Original,ペットショップ大戦,魔王,,10.12 ,8.50 ,10.72 ,12.38 ,12.93 ,10.36 
09 Namco Original,パラレルロリポップ,魔王,,10.51 ,8.45 ,11.00 ,12.56 ,10.89 ,10.35 
09 Namco Original,蒼の旋律,魔王(里),,12.18 ,10.65 ,8.43 ,3.75 ,10.59 ,10.35 
01 Pop,Punishment,魔王,,11.13 ,10.12 ,9.88 ,9.51 ,8.04 ,10.35 
09 Namco Original,濃紅,魔王,,7.99 ,11.49 ,9.83 ,7.77 ,11.53 ,10.35 
09 Namco Original,濃紅,魔王,,7.99 ,11.49 ,9.83 ,7.77 ,11.53 ,10.35 
05 Variety,INSPION,魔王,,9.22 ,10.24 ,9.98 ,4.90 ,13.24 ,10.32 
02 Anime,勇者,魔王(里),,9.75 ,10.89 ,9.13 ,5.99 ,11.07 ,10.32 
09 Namco Original,Black Rose Apostle,魔王,,12.81 ,10.50 ,8.90 ,4.70 ,9.40 ,10.31 
09 Namco Original,てんぢく2000,魔王,,7.86 ,11.61 ,12.75 ,10.70 ,6.59 ,10.30 
07 Game Music,メタルホーク　BGM1,魔王,达人,8.43 ,10.80 ,10.41 ,2.12 ,13.41 ,10.30 
07 Game Music,みんなのうた,魔王,达人,9.41 ,10.74 ,12.23 ,6.83 ,9.86 ,10.29 
07 Game Music,My Last Stand,魔王,,12.09 ,10.28 ,8.69 ,2.34 ,10.38 ,10.27 
09 Namco Original,大好きな太鼓の音,魔王(里),,12.54 ,10.46 ,8.09 ,3.19 ,10.76 ,10.27 
09 Namco Original,ノるどん2000,魔王,,10.70 ,10.24 ,8.89 ,9.00 ,10.77 ,10.27 
07 Game Music,AWAKE!! ～マッスル目覚めのテーマ～,魔王(里),,14.73 ,10.09 ,7.62 ,1.14 ,11.02 ,10.26 
05 Variety,Dogbite,魔王,,9.71 ,11.50 ,14.06 ,6.78 ,8.27 ,10.26 
07 Game Music,シンクロニカ?エアライン,魔王,,6.04 ,10.50 ,9.25 ,9.30 ,13.82 ,10.25 
09 Namco Original,who are you? who are you?,魔王(里),,12.53 ,11.37 ,13.98 ,4.88 ,6.97 ,10.25 
07 Game Music,夜明けまであと3秒,魔王,,9.54 ,10.10 ,12.26 ,6.09 ,11.01 ,10.22 
09 Namco Original,闇の魔法少女,魔王,,11.84 ,10.62 ,8.67 ,4.15 ,9.55 ,10.22 
09 Namco Original,Irregular Clock,魔王,,8.85 ,10.20 ,12.75 ,8.86 ,12.84 ,10.22 
01 Pop,あなたとトゥラッタッタ? -カバー版-,魔王(里),,5.99 ,15.50 ,15.23 ,4.18 ,0.75 ,10.21 
01 Pop,あなたとトゥラッタッタ? -本家版-,魔王(里),,5.99 ,15.50 ,15.23 ,4.18 ,0.75 ,10.21 
09 Namco Original,めためた☆ゆにば～すっ！,魔王(里),普通,10.16 ,10.37 ,12.75 ,9.25 ,7.29 ,10.21 
09 Namco Original,めためた☆ゆにば～すっ！,魔王(里),玄人,10.16 ,10.37 ,12.75 ,9.25 ,7.29 ,10.21 
09 Namco Original,Aloft in the wind,魔王(里),,9.86 ,10.90 ,14.39 ,4.48 ,8.79 ,10.20 
03 Vocaloid,ギガンティックO.T.N,魔王(里),,12.69 ,10.41 ,8.79 ,2.86 ,9.13 ,10.19 
09 Namco Original,Soulway,魔王,达人,11.70 ,10.52 ,12.79 ,5.56 ,8.43 ,10.18 
07 Game Music,Venomous,魔王(里),,9.47 ,10.30 ,10.07 ,8.07 ,10.12 ,10.18 
09 Namco Original,ココロボ,魔王,,8.76 ,10.08 ,13.10 ,8.09 ,14.72 ,10.18 
09 Namco Original,Phantom Rider,魔王(里),,6.17 ,9.06 ,12.63 ,11.88 ,10.54 ,10.18 
09 Namco Original,零の交響曲,魔王(里),,11.12 ,10.37 ,8.65 ,1.99 ,10.77 ,10.18 
09 Namco Original,X-DAY2000,魔王,,11.80 ,10.46 ,8.08 ,3.11 ,10.74 ,10.18 
09 Namco Original,冬竜 ～Toryu～,魔王(里),,8.71 ,10.30 ,14.86 ,3.59 ,10.78 ,10.16 
09 Namco Original,Clotho クロートー,魔王,,13.08 ,10.23 ,7.79 ,1.17 ,9.93 ,10.16 
07 Game Music,アクセルレーション,魔王(里),,11.52 ,10.34 ,8.14 ,6.47 ,10.73 ,10.16 
09 Namco Original,GIGALODOON,魔王,,7.36 ,10.65 ,11.00 ,8.51 ,11.35 ,10.16 
09 Namco Original,あの日出会えたキセキ,魔王,,11.27 ,10.80 ,13.48 ,4.23 ,8.21 ,10.16 
03 Vocaloid,ヒバナ,魔王(里),,11.83 ,10.75 ,8.67 ,4.00 ,9.18 ,10.15 
09 Namco Original,朱の旋律,魔王,,13.06 ,10.46 ,8.08 ,5.46 ,9.21 ,10.15 
09 Namco Original,十露盤2000,魔王,普通,7.97 ,10.83 ,11.06 ,6.26 ,12.44 ,10.13 
09 Namco Original,十露盤2000,魔王,达人,7.97 ,10.83 ,11.06 ,6.26 ,12.44 ,10.13 
03 Vocaloid,神っぽいな,魔王(里),,10.05 ,8.79 ,9.42 ,13.50 ,13.30 ,10.09 
07 Game Music,ANiMA,魔王,,11.48 ,10.37 ,13.06 ,6.35 ,8.29 ,10.07 
05 Variety,Doppelgangers,魔王(里),,11.76 ,10.48 ,12.57 ,7.22 ,7.93 ,10.07 
09 Namco Original,Ignis Danse,魔王,,9.93 ,10.11 ,7.77 ,8.55 ,11.39 ,10.06 
09 Namco Original,氷竜 ～Kooryu～,魔王,,9.77 ,10.70 ,8.94 ,2.52 ,10.22 ,10.06 
07 Game Music,Abyss of hell,魔王(里),,11.63 ,7.38 ,11.10 ,9.53 ,14.22 ,10.05 
03 Vocaloid,メズマライザー,魔王(里),,11.84 ,10.15 ,7.79 ,8.19 ,9.48 ,10.05 
02 Anime,Tank!,魔王(里),,5.84 ,9.37 ,9.07 ,11.71 ,13.41 ,10.05 
01 Pop,Silent Jealousy,魔王(里),,12.98 ,10.14 ,7.68 ,3.74 ,9.42 ,10.04 
09 Namco Original,ピコピコ ルイン,魔王(里),,10.91 ,10.28 ,7.87 ,1.84 ,11.60 ,10.04 
09 Namco Original,セイクリッド ルイン,魔王(里),,10.91 ,10.28 ,7.87 ,1.84 ,11.60 ,10.04 
07 Game Music,Pastel Sealane,魔王,,5.75 ,9.39 ,9.26 ,9.76 ,11.51 ,10.03 
09 Namco Original,キャラメル?ジャンキヰ,魔王,,7.66 ,10.16 ,7.94 ,13.05 ,12.36 ,10.01 
09 Namco Original,Nosferatu,魔王,,9.58 ,10.15 ,8.67 ,8.25 ,11.11 ,10.01 
01 Pop,スーパーD＆D ～完全にリードしてアイマイミー～,魔王,,11.36 ,10.01 ,8.17 ,1.19 ,10.72 ,10.01 
01 Pop,ふな ふな ふなっしー?,魔王,,7.79 ,11.78 ,10.30 ,2.79 ,9.63 ,10.01 
09 Namco Original,パン vs ごはん！ 大決戦！,魔王,普通,5.68 ,11.95 ,11.00 ,7.43 ,9.39 ,9.98 
09 Namco Original,Solitude Star,魔王,,8.59 ,10.28 ,11.27 ,3.97 ,11.34 ,9.97 
02 Anime,GO! GO! MANIAC,魔王(里),,9.40 ,8.49 ,7.94 ,10.27 ,11.89 ,9.97 
09 Namco Original,R.I.,魔王,,11.54 ,10.40 ,8.98 ,4.42 ,8.52 ,9.97 
09 Namco Original,希望へのメロディー,魔王(里),,11.86 ,9.39 ,11.18 ,7.92 ,8.66 ,9.97 
09 Namco Original,Heaven's Rider,魔王,,6.51 ,8.03 ,10.12 ,14.30 ,14.28 ,9.96 
09 Namco Original,Princess of Donder,魔王,,9.40 ,10.23 ,9.25 ,9.62 ,9.40 ,9.96 
09 Namco Original,UMAのフォーストレーニ千グ 【BPM240編】,魔王,,11.50 ,10.98 ,11.00 ,5.48 ,6.93 ,9.94 
09 Namco Original,ユースフルコースター,魔王,,8.49 ,10.86 ,12.38 ,6.39 ,9.49 ,9.94 
01 Pop,シン?ゾンビ,魔王,达人,11.25 ,11.21 ,15.22 ,2.94 ,6.56 ,9.93 
07 Game Music,Break Through the Dome,魔王,,10.92 ,10.46 ,8.08 ,1.42 ,9.86 ,9.92 
09 Namco Original,Blessed Bouquet Buskers,魔王,,10.92 ,10.37 ,8.05 ,4.06 ,9.91 ,9.92 
07 Game Music,Ridge racer (RIDGE RACER USA MIX),魔王,,8.46 ,9.81 ,10.53 ,9.17 ,10.14 ,9.91 
07 Game Music,モア！ジャンプ！モア！,魔王,,10.48 ,10.48 ,8.78 ,3.90 ,9.13 ,9.89 
09 Namco Original,Caribbean Knight,魔王,,8.57 ,10.19 ,12.63 ,7.65 ,9.96 ,9.87 
05 Variety,チルノのパーフェクトさんすう教室,魔王(里),,11.98 ,8.85 ,7.87 ,4.76 ,12.34 ,9.87 
03 Vocaloid,EDY ‐エレクトリカルダンシングヨガ‐,魔王,,6.66 ,9.39 ,8.55 ,10.46 ,10.90 ,9.86 
07 Game Music,黒ビィんの翼,魔王(里),,10.24 ,9.86 ,9.51 ,4.28 ,8.99 ,9.80 
07 Game Music,Garakuta Doll Play,魔王(里),,7.35 ,10.38 ,11.93 ,7.32 ,12.27 ,9.78 
07 Game Music,Oshama Scramble!,魔王(里),,9.33 ,11.13 ,13.62 ,5.98 ,7.58 ,9.78 
07 Game Music,Next Life,魔王,,9.81 ,6.34 ,9.86 ,10.33 ,13.31 ,9.77 
06 Classical,練習曲Op.10-4,魔王(里),,10.99 ,7.90 ,8.16 ,10.12 ,11.92 ,9.76 
09 Namco Original,Agent Hustle ＆ Dr. Hassle,魔王,,7.58 ,10.31 ,11.01 ,6.98 ,11.11 ,9.75 
06 Classical,クラシックメドレー（冬休み編）,魔王,,7.53 ,10.71 ,9.25 ,4.02 ,10.62 ,9.74 
09 Namco Original,春竜 ～Haryu～,魔王(里),,11.80 ,6.91 ,9.72 ,2.97 ,14.31 ,9.73 
09 Namco Original,RAINBOW★SKY,魔王,,10.54 ,10.22 ,7.79 ,4.91 ,9.64 ,9.71 
07 Game Music,New World,魔王,,9.08 ,8.00 ,9.25 ,8.75 ,11.60 ,9.70 
03 Vocaloid,怪獣少女は火を吹かない,魔王(里),,10.23 ,10.63 ,8.67 ,5.54 ,8.32 ,9.68 
09 Namco Original,タイコタイム,魔王(里),,11.18 ,7.21 ,5.98 ,12.11 ,14.24 ,9.67 
09 Namco Original,ガンスリンガーシンデレラ,魔王,,9.45 ,8.01 ,10.24 ,5.53 ,11.51 ,9.66 
09 Namco Original,パン vs ごはん！ 大決戦！,魔王(里),普通,5.55 ,12.05 ,11.00 ,6.85 ,8.72 ,9.66 
07 Game Music,負け犬返上,魔王,达人,6.30 ,7.87 ,8.03 ,11.62 ,12.47 ,9.66 
09 Namco Original,Mr.ランナー,魔王,,9.28 ,9.89 ,8.61 ,5.83 ,9.93 ,9.62 
09 Namco Original,オペレート?ミー,魔王,,5.88 ,10.75 ,11.87 ,7.37 ,9.86 ,9.62 
09 Namco Original,EXRiXiS,魔王,,9.33 ,7.56 ,7.98 ,11.31 ,10.10 ,9.61 
09 Namco Original,CYBERgenicALICE,魔王,,10.99 ,10.90 ,13.18 ,4.43 ,6.15 ,9.60 
09 Namco Original,CYBERgenicALICE,魔王,,10.99 ,10.90 ,13.18 ,4.43 ,6.15 ,9.60 
09 Namco Original,燃えよサファイア,魔王,,8.31 ,8.80 ,11.86 ,11.56 ,8.59 ,9.59 
02 Anime,ダイヤモンドハッピー,魔王(里),,4.17 ,9.68 ,10.59 ,8.50 ,10.30 ,9.59 
09 Namco Original,夜桜謝肉祭,魔王(里),,9.52 ,7.56 ,11.81 ,11.36 ,12.39 ,9.58 
03 Vocaloid,グッバイ宣言,魔王(里),,9.14 ,10.61 ,11.87 ,8.14 ,4.15 ,9.57 
09 Namco Original,KUSANAGI,魔王,,9.38 ,10.61 ,12.75 ,4.81 ,7.66 ,9.56 
07 Game Music,Crush 'em All,魔王,,10.95 ,9.03 ,10.25 ,4.18 ,8.41 ,9.55 
05 Variety,元祖！天才チルノちゃん☆,魔王,,10.32 ,10.01 ,8.67 ,7.83 ,8.14 ,9.55 
05 Variety,Scream out! -達人Edit.-,魔王(里),,10.73 ,8.18 ,11.43 ,8.21 ,12.76 ,9.55 
09 Namco Original,EkiBEN2000,魔王,,11.60 ,10.56 ,8.32 ,2.14 ,6.74 ,9.54 
05 Variety,B.B.K.K.B.K.K.,魔王,,11.31 ,7.07 ,5.19 ,7.78 ,11.51 ,9.53 
07 Game Music,戦国BASARA BGMメドレー,魔王,,11.69 ,8.16 ,9.68 ,5.16 ,8.34 ,9.52 
01 Pop,INTERNET YAMERO,魔王,达人,11.24 ,11.04 ,13.19 ,1.51 ,5.50 ,9.52 
09 Namco Original,Dragoon,魔王,,8.54 ,10.76 ,14.43 ,5.44 ,7.89 ,9.51 
05 Variety,アイドル狂戦士(feat.佐藤貴文),魔王(里),,10.76 ,10.18 ,8.38 ,3.02 ,8.03 ,9.51 
07 Game Music,Scars of FAUNA,魔王,,8.86 ,7.83 ,11.44 ,11.42 ,9.23 ,9.51 
09 Namco Original,VICTORIA,魔王,,10.69 ,9.84 ,8.49 ,7.60 ,8.05 ,9.50 
05 Variety,リヒト,魔王(里),,8.61 ,5.57 ,9.32 ,9.98 ,10.97 ,9.50 
09 Namco Original,SORA-VII シグナスウォール,魔王,,6.83 ,9.07 ,12.69 ,9.53 ,9.00 ,9.50 
07 Game Music,Blood Rage,魔王(里),,11.71 ,9.66 ,11.18 ,3.58 ,6.71 ,9.48 
03 Vocaloid,拝啓ドッペルゲンガー,魔王,,11.59 ,10.05 ,8.02 ,2.56 ,7.45 ,9.47 
03 Vocaloid,拝啓ドッペルゲンガー,魔王,,11.59 ,10.05 ,8.02 ,2.56 ,7.45 ,9.47 
03 Vocaloid,六兆年と一夜物語,魔王(里),,9.22 ,10.23 ,7.85 ,6.35 ,9.72 ,9.46 
09 Namco Original,儚姫は原初に舞う,魔王,,10.30 ,7.23 ,7.64 ,10.77 ,14.70 ,9.46 
09 Namco Original,1／2 ～inside me,魔王,,10.21 ,10.13 ,7.74 ,4.29 ,9.02 ,9.46 
09 Namco Original,My Mine,魔王(里),,10.38 ,8.70 ,8.83 ,5.98 ,8.89 ,9.43 
07 Game Music,Extreme MGG★★★,魔王(里),,9.27 ,5.29 ,2.83 ,9.72 ,12.37 ,9.42 
09 Namco Original,魔導幻想曲,魔王,,8.10 ,6.66 ,10.12 ,10.09 ,11.52 ,9.42 
03 Vocaloid,マトリョシカ,魔王(里),,8.04 ,4.75 ,9.02 ,11.45 ,9.49 ,9.39 
03 Vocaloid,幾望の月,魔王,,8.63 ,5.61 ,9.07 ,11.87 ,11.51 ,9.38 
06 Classical,フニクリ?フニクラ,魔王(里),,7.11 ,7.82 ,11.00 ,9.49 ,10.42 ,9.38 
09 Namco Original,TOKIMEKI?ですとろいやー！！,魔王,,9.07 ,10.25 ,8.67 ,3.75 ,8.48 ,9.37 
03 Vocaloid,初音ミクの激唱,魔王,,12.18 ,10.92 ,8.67 ,0.92 ,1.48 ,9.36 
07 Game Music,SHOGYO MUJO,魔王,普通,8.63 ,2.44 ,0.38 ,9.78 ,14.70 ,9.36 
